SN,Date,LTP,%change,High,Low,Open,Qty.,Turnover
231,2022/12/20,211.40,0.76,211.60,202.10,205.70,"3,900","818,087.00"
232,2022/12/19,209.80,0.38,210.00,205.00,205.10,"3,555","737,278.50"
233,2022/12/18,209.00,-1.23,210.00,205.80,208.00,"5,006","1,034,246.00"
234,2022/12/15,211.60,-2.49,225.60,210.20,221.00,"2,727","579,587.20"
235,2022/12/14,217.00,-0.91,223.00,211.10,223.00,"2,478","536,497.80"
236,2022/12/13,219.00,0,219.00,214.00,214.80,"2,490","536,056.00"
237,2022/12/12,219.00,2.91,221.00,208.00,209.00,"3,095","657,321.60"
238,2022/12/11,212.80,-1.12,215.00,207.00,214.00,"4,145","874,722.00"
239,2022/12/07,215.20,-2.18,218.90,215.00,216.10,"6,045","1,307,675.30"
240,2022/12/06,220.00,0.23,220.50,215.20,215.20,"3,596","778,544.70"
241,2022/12/05,219.50,-2.88,223.00,217.10,222.00,"4,197","917,643.00"
242,2022/12/04,226.00,2.59,227.00,220.00,220.00,"9,131","2,047,281.50"
243,2022/12/01,220.30,-0.77,226.40,215.00,226.40,"4,456","975,408.80"
244,2022/11/30,222.00,-0.89,226.00,220.20,220.20,"4,192","928,563.30"
245,2022/11/29,224.00,-0.36,224.00,217.10,220.40,"1,250","276,094.00"
246,2022/11/28,224.80,-2.05,230.00,221.00,225.00,"2,791","622,237.00"
247,2022/11/27,229.50,4.79,229.50,215.00,215.00,"9,560","2,122,344.00"
248,2022/11/24,219.00,0,220.00,215.10,215.10,"1,130","244,763.00"
249,2022/11/23,219.00,-1.79,222.00,215.30,219.00,"1,520","331,822.00"
250,2022/11/22,223.00,-0.89,231.40,218.10,225.00,"3,152","707,253.60"
251,2022/11/17,225.00,3.31,234.00,217.10,220.00,"11,989","2,681,378.10"
252,2022/11/16,217.80,1.78,219.30,210.10,210.10,"2,621","562,439.10"
253,2022/11/15,214.00,-2.73,218.50,212.10,215.60,"2,630","10,624.00"
254,2022/11/13,212.00,-2.3,213.90,208.00,213.00,"2,590","545,077.00"
255,2022/11/10,217.00,-0.46,218.00,207.50,218.00,"6,987","1,467,174.00"
256,2022/11/09,218.00,-1.36,222.00,210.00,221.00,"9,717","2,095,655.40"
257,2022/11/08,221.00,-2.43,225.00,219.00,222.00,"3,997","885,654.30"
258,2022/11/07,226.50,1.57,233.30,220.00,220.00,"11,079","2,514,666.20"
259,2022/11/06,223.00,2.76,224.40,213.00,213.00,"3,946","866,841.00"
260,2022/11/03,217.00,-3.3,227.00,215.70,220.00,"1,590","348,227.00"
261,2022/11/02,224.40,2.47,225.90,216.00,223.00,"5,912","1,313,750.30"
262,2022/11/01,219.00,4.29,220.00,206.00,210.00,"11,383","2,438,339.50"
263,2022/10/31,210.00,0.57,212.90,206.40,212.90,"3,400","709,031.00"
264,2022/10/23,208.80,1.36,208.90,202.10,202.10,"2,580","534,826.50"
265,2022/10/20,206.00,-3.24,211.10,204.90,208.70,"3,669","757,489.00"
266,2022/10/19,212.90,-3.23,216.00,211.10,216.00,"3,581","761,919.50"
267,2022/10/17,220.00,0.92,220.00,214.20,215.00,"2,270","491,054.00"
268,2022/10/16,218.00,-1.8,222.00,214.00,218.00,"4,523","982,788.10"
269,2022/10/13,222.00,-0.13,223.50,216.00,220.00,"2,440","533,991.50"
270,2022/10/12,222.30,2.16,223.00,213.30,215.10,"3,625","789,963.00"
271,2022/10/11,217.60,-2.81,223.00,213.80,219.50,"3,890","839,136.00"
272,2022/10/10,223.90,0.18,226.00,216.10,220.00,"6,755","1,487,623.00"
273,2022/10/09,223.50,2.05,224.50,219.00,219.10,"2,792","617,623.90"
274,2022/09/29,219.00,0.46,226.70,214.00,214.00,"1,367","301,988.00"
275,2022/09/28,218.00,0,224.00,217.00,220.00,"1,892","413,840.00"
276,2022/09/27,218.00,-1.8,230.90,214.10,218.10,"5,900","1,295,412.00"
277,2022/09/25,222.00,-4.52,231.10,216.70,227.90,"5,242","1,168,162.50"
278,2022/09/22,232.50,-2.72,247.00,225.40,235.00,"9,066","2,109,361.00"
279,2022/09/21,239.00,-0.42,251.70,237.30,242.00,"5,111","1,227,817.00"
280,2022/09/20,240.00,-4.04,246.00,233.10,246.00,"9,508","2,240,112.20"
281,2022/09/18,250.10,-4.47,267.00,248.00,267.00,"12,680","3,188,310.00"
282,2022/09/16,261.80,-2.35,273.00,255.20,262.80,"7,165","1,873,977.00"
283,2022/09/15,268.10,-6.78,290.00,267.20,287.60,"14,793","4,053,898.90"
284,2022/09/14,287.60,6.24,287.60,272.00,272.00,"11,922","3,346,158.60"
285,2022/09/13,270.70,0.97,281.00,265.00,273.10,"4,920","1,352,302.50"
286,2022/09/12,268.10,-3.11,275.00,268.10,272.00,"5,763","1,564,912.70"
287,2022/09/11,276.70,-3.22,285.00,276.70,280.20,"5,596","1,569,417.50"
288,2022/09/08,285.90,2.47,286.00,270.00,284.00,"7,793","2,179,379.00"
289,2022/09/07,279.00,1.05,279.20,271.20,271.20,"7,840","2,149,645.00"
290,2022/09/06,276.10,-4.13,292.70,274.10,292.70,"13,184","3,701,018.00"
291,2022/09/05,288.00,-0.69,294.00,281.00,285.00,"9,467","2,725,676.40"
292,2022/09/04,290.00,1.4,293.80,283.00,286.00,"4,220","1,214,059.00"
293,2022/09/02,286.00,-0.83,305.00,280.10,287.00,"3,700","1,054,768.00"
294,2022/08/31,284.20,-4.05,297.00,283.00,292.00,"11,590","3,334,470.40"
295,2022/08/30,296.20,-1.27,309.50,296.20,302.00,"9,010","2,704,967.30"
296,2022/08/29,300.00,-0.99,311.10,290.00,297.00,"14,061","4,176,257.50"
297,2022/08/28,303.00,-5.9,318.20,301.00,315.60,"24,587","7,625,635.90"
298,2022/08/26,322.00,-2.39,325.00,318.00,323.40,"8,989","2,875,745.40"
